'hood.n.01	'hood
new_testament.n.01	new testament
new_town.n.01	new town
new_world_blackbird.n.01	new world blackbird
new_world_chat.n.01	new world chat
new_world_flycatcher.n.01	new world flycatcher
new_world_goldfinch.n.01	new world goldfinch
new_world_monkey.n.01	new world monkey
new_world_mouse.n.01	new world mouse
new_world_oriole.n.01	new world oriole
new_world_porcupine.n.01	new world porcupine
new_world_sparrow.n.01	new world sparrow
new_world_vulture.n.01	new world vulture
new_world_warbler.n.01	new world warbler
new_year's_day.n.01	new year's day
new_york.n.01	new york
new_york.n.02	new york
new_york_bay.n.01	new york bay
new_york_stock_exchange.n.01	new york stock exchange
new_zealand.n.01	new zealand
new_zealand.n.02	new zealand
new_zealand_beech.n.01	new zealand beech
new_zealand_cotton.n.01	new zealand cotton
new_zealand_spinach.n.01	new zealand spinach
new_zealand_wren.n.01	new zealand wren
new_zealander.n.01	new zealander
newark.n.01	newark
newcastle.n.01	newcastle
newcomer.n.01	newcomer
newfoundland_dwarf_birch.n.01	newfoundland dwarf birch
newgate.n.01	newgate
newlywed.n.01	newlywed
newman.n.01	newman
newman.n.02	newman
newness.n.01	newness
newport.n.01	newport
newport.n.02	newport
newport_news.n.01	newport news
news.n.01	news
news.n.02	news
news_agency.n.01	news agency
news_article.n.01	news article
news_bulletin.n.01	news bulletin
news_program.n.01	news program
newsagent.n.01	newsagent
newsletter.n.01	newsletter
newspaper.n.01	newspaper
newspaper.n.02	newspaper
newspaper_ad.n.01	newspaper ad
newsreader.n.01	newsreader
newt.n.01	newt
newton's_law_of_motion.n.01	newton's law of motion
ney.n.01	ney
nguni.n.01	nguni
niacin.n.01	niacin
niagara.n.01	niagara
niagara.n.02	niagara
niagara_falls.n.02	niagara falls
nibble.v.03	nibble
nicaea.n.01	nicaea
nicandra.n.01	nicandra
nicaragua.n.01	nicaragua
nicene_creed.n.01	nicene creed
niche.n.04	niche
nicholas_v.n.01	nicholas v
nick.n.02	nick
nick.v.02	nick
nickel-base_alloy.n.01	nickel-base alloy
nickel.n.01	nickel
nickname.n.01	nickname
nicolson.n.01	nicolson
nicotiana.n.01	nicotiana
nicotine.n.01	nicotine
nictitating_membrane.n.01	nictitating membrane
nidulariaceae.n.01	nidulariaceae
nidulariales.n.01	nidulariales
nifedipine.n.01	nifedipine
niff.n.01	niff
nigella.n.01	nigella
niger-congo.n.01	niger-congo
niger-kordofanian.n.01	niger-kordofanian
niger.n.01	niger
niger.n.02	niger
nigeria.n.01	nigeria
nigerian.n.01	nigerian
nigger.n.01	nigger
night.n.01	night
night.n.06	night
night_heron.n.01	night heron
night_jasmine.n.01	night jasmine
night_porter.n.01	night porter
night_vision.n.01	night vision
nightcap.n.02	nightcap
nightgown.n.01	nightgown
nighthawk.n.02	nighthawk
nightshade.n.01	nightshade
nightwear.n.01	nightwear
nihil.n.01	nihil
nihil_obstat.n.01	nihil obstat
nihilism.n.01	nihilism
nihilism.n.03	nihilism
nijmegen.n.01	nijmegen
nile.n.01	nile
nilgai.n.01	nilgai
nilo-saharan.n.01	nilo-saharan
nimby.n.01	nimby
nine.n.01	nine
nineteenth_amendment.n.01	nineteenth amendment
nineties.n.03	nineties
nineveh.n.01	nineveh
ninja.n.02	ninja
niobite.n.01	niobite
niobium.n.01	niobium
niobrara.n.01	niobrara
nip.n.05	nip
nip.n.06	nip
nip.v.03	nip
nipa.n.01	nipa
nipa.n.02	nipa
nipa_palm.n.01	nipa palm
nipple.n.01	nipple
nirvana.n.01	nirvana
nitrate.n.01	nitrate
nitrate.v.01	nitrate
nitric_bacteria.n.01	nitric bacteria
nitrification.n.01	nitrification
nitrification.n.02	nitrification
nitrify.v.01	nitrify
nitrify.v.02	nitrify
nitrile.n.01	nitrile
nitrobacter.n.01	nitrobacter
nitrobacteriaceae.n.01	nitrobacteriaceae
nitrobacterium.n.01	nitrobacterium
nitrofurantoin.n.01	nitrofurantoin
nitrogen.n.01	nitrogen
nitrogen_trichloride.n.01	nitrogen trichloride
nitroglycerin.n.01	nitroglycerin
nitrosobacteria.n.01	nitrosobacteria
nitrosomonas.n.01	nitrosomonas
nitrospan.n.02	nitrospan
nitrous_oxide.n.01	nitrous oxide
nixon.n.01	nixon
nizhnyi_novgorod.n.01	nizhnyi novgorod
no-go_area.n.01	no-go area
noah's_flood.n.01	noah's flood
nobel_prize.n.01	nobel prize
nobility.n.01	nobility
nobility.n.02	nobility
noble.a.03	noble
noble_gas.n.01	noble gas
noble_metal.n.01	noble metal
noctuid_moth.n.01	noctuid moth
noctuidae.n.01	noctuidae
nocturne.n.01	nocturne
noddle.n.01	noddle
node.n.03	node
node.n.08	node
nogales.n.01	nogales
noise.n.01	noise
noise.n.02	noise
noise.n.03	noise
noise.n.04	noise
noisy.a.01	noisy
nolina.n.01	nolina
nolle_pros.v.01	nolle pros
nomad.n.01	nomad
nomia.n.01	nomia
nominal_damages.n.01	nominal damages
nominate.v.01	nominate
nominate.v.02	nominate
nominating_speech.n.01	nominating speech
nomination.n.01	nomination
nominator.n.01	nominator
non-euclidean_geometry.n.01	non-euclidean geometry
non-nucleoside_reverse_transcriptase_inhibitor.n.01	non-nucleoside reverse transcriptase inhibitor
non-resistant.n.01	non-resistant
non-standard_speech.n.01	non-standard speech
non-volatile_storage.n.01	non-volatile storage
non_prosequitur.n.01	non prosequitur
nonacceptance.n.01	nonacceptance
nonaccomplishment.n.01	nonaccomplishment
noncommissioned_officer.n.01	noncommissioned officer
nonconformist.n.02	nonconformist
nonconformity.n.02	nonconformity
nondepository_financial_institution.n.01	nondepository financial institution
nondescript.n.01	nondescript
nonexistence.n.01	nonexistence
nonexistent.a.01	nonexistent
nongovernmental_organization.n.01	nongovernmental organization
nonindulgent.a.01	nonindulgent
nonmember.n.01	nonmember
nonoperational.a.01	nonoperational
nonparametric_statistic.n.01	nonparametric statistic
nonparticipant.n.01	nonparticipant
nonpartisan.n.01	nonpartisan
nonpayment.n.02	nonpayment
nonperson.n.01	nonperson
nonproliferation_center.n.01	nonproliferation center
nonreligious_person.n.01	nonreligious person
nonresident.n.01	nonresident
nonsense.n.01	nonsense
nonsmoker.n.01	nonsmoker
nonsolid_color.n.01	nonsolid color
nonsteroidal_anti-inflammatory.n.01	nonsteroidal anti-inflammatory
nontricyclic.n.01	nontricyclic
nonviolent.a.01	nonviolent
nonworker.n.01	nonworker
noon.n.01	noon
noose.n.02	noose
noose.v.02	noose
nopalea.n.01	nopalea
nor-q-d.n.01	nor-q-d
noradrenaline.n.01	noradrenaline
norethindrone.n.01	norethindrone
norfolk.n.01	norfolk
norinyl.n.01	norinyl
norlestrin.n.01	norlestrin
normal_curve.n.01	normal curve
normality.n.01	normality
normalize.v.01	normalize
normalize.v.02	normalize
normalizer.n.01	normalizer
norman_conquest.n.01	norman conquest
normandie.n.01	normandie
norn.n.01	norn
norse_deity.n.01	norse deity
norse_mythology.n.01	norse mythology
north.n.01	north
north_africa.n.01	north africa
north_america.n.01	north america
north_american.n.01	north american
north_american_country.n.01	north american country
north_atlantic_treaty_organization.n.01	north atlantic treaty organization
north_carolina.n.01	north carolina
north_dakota.n.01	north dakota
north_dravidian.n.01	north dravidian
north_korea.n.01	north korea
north_platte.n.01	north platte
north_sea.n.01	north sea
north_vietnam.n.01	north vietnam
north_wind.n.01	north wind
northeast.n.02	northeast
northern_dewberry.n.01	northern dewberry
northern_ireland.n.01	northern ireland
northern_marianas.n.01	northern marianas
northern_oriole.n.01	northern oriole
northern_pocket_gopher.n.01	northern pocket gopher
northern_territory.n.01	northern territory
northwest.n.01	northwest
northwest_territories.n.01	northwest territories
nortriptyline.n.01	nortriptyline
noruz.n.01	noruz
norway.n.01	norway
norwegian.a.01	norwegian
norwegian.n.01	norwegian
norwegian.n.02	norwegian
nose.n.01	nose
nose.n.06	nose
nose.n.07	nose
nose_job.n.01	nose job
nosedive.v.01	nosedive
nosepiece.n.01	nosepiece
nosh-up.n.01	nosh-up
nosh.n.01	nosh
nosh.v.01	nosh
nosiness.n.01	nosiness
nostocaceae.n.01	nostocaceae
notarize.v.01	notarize
notary.n.01	notary
notate.v.01	notate
notation.n.01	notation
notch.n.03	notch
notch.n.04	notch
notch.v.01	notch
notch.v.02	notch
note.n.01	note
note.n.03	note
note.n.07	note
note.n.09	note
note.v.01	note
note.v.03	note
note.v.04	note
notechis.n.01	notechis
notepad.n.01	notepad
nothing.n.01	nothing
nothingness.n.01	nothingness
nothofagus.n.01	nothofagus
notice.n.01	notice
notice.n.02	notice
notice.n.04	notice
notice.n.07	notice
notice.v.02	notice
notice.v.04	notice
noticeable.a.01	noticeable
noticer.n.01	noticer
notification.n.03	notification
notochord.n.01	notochord
notonecta.n.01	notonecta
notonectidae.n.01	notonectidae
notophthalmus.n.01	notophthalmus
notoryctidae.n.01	notoryctidae
notoryctus.n.01	notoryctus
notostraca.n.01	notostraca
notropis.n.01	notropis
noun.n.01	noun
nourish.v.01	nourish
nourishment.n.02	nourishment
nous.n.01	nous
nova_scotia.n.02	nova scotia
novate.v.01	novate
novel.n.01	novel
novelist.n.01	novelist
novelization.n.01	novelization
novelize.v.01	novelize
november.n.01	november
november_5.n.01	november 5
novena.n.01	novena
novice.n.02	novice
novitiate.n.01	novitiate
noxious.a.01	noxious
nozzle.n.01	nozzle
nuance.n.01	nuance
nub.n.01	nub
nubia.n.01	nubia
nubian_desert.n.01	nubian desert
nuclear_deterrence.n.01	nuclear deterrence
nuclear_family.n.01	nuclear family
nuclear_physicist.n.01	nuclear physicist
nuclear_physics.n.01	nuclear physics
nuclear_reaction.n.01	nuclear reaction
nuclear_reactor.n.01	nuclear reactor
nuclear_terrorism.n.01	nuclear terrorism
nuclear_weapon.n.01	nuclear weapon
nucleic_acid.n.01	nucleic acid
nucleolus.n.01	nucleolus
nucleolus_organizer.n.01	nucleolus organizer
nucleoplasm.n.01	nucleoplasm
nucleoside_reverse_transcriptase_inhibitor.n.01	nucleoside reverse transcriptase inhibitor
nucleotide.n.01	nucleotide
nucleus.n.01	nucleus
nucleus.n.04	nucleus
nude.n.02	nude
nude.n.03	nude
nude_dancing.n.01	nude dancing
nudge.n.01	nudge
nudge.v.01	nudge
nudger.n.01	nudger
nudibranchia.n.01	nudibranchia
nudism.n.01	nudism
nudnik.n.01	nudnik
nuisance.n.01	nuisance
nuke.v.01	nuke
nullification.n.01	nullification
nullification.n.02	nullification
nullifier.n.01	nullifier
nullipara.n.01	nullipara
numbat.n.01	numbat
number.n.01	number
number.n.02	number
number.n.08	number
number.v.02	number
number.v.03	number
number.v.06	number
number_cruncher.n.02	number cruncher
numbers.n.01	numbers
numen.n.01	numen
numeracy.n.01	numeracy
numeral.n.01	numeral
numeration_system.n.01	numeration system
numerical_quantity.n.01	numerical quantity
numerology.n.01	numerology
numerousness.n.01	numerousness
numida.n.01	numida
numididae.n.01	numididae
numismatics.n.01	numismatics
numismatist.n.01	numismatist
nun.n.01	nun
nun.n.03	nun
nuncio.n.01	nuncio
nuphar.n.01	nuphar
nuptse.n.01	nuptse
nuremberg.n.01	nuremberg
nurse.n.01	nurse
nurse.v.01	nurse
nurse.v.03	nurse
nurser.n.01	nurser
nursery.n.01	nursery
nursing.n.01	nursing
nursing.n.03	nursing
nurturance.n.01	nurturance
nut.n.01	nut
nut.n.03	nut
nut_and_bolt.n.01	nut and bolt
nut_pine.n.01	nut pine
nut_tree.n.01	nut tree
nutcracker.n.03	nutcracker
nutgrass.n.01	nutgrass
nuthatch.n.01	nuthatch
nutmeg.n.01	nutmeg
nutmeg_hickory.n.01	nutmeg hickory
nutrify.v.01	nutrify
nutriment.n.01	nutriment
nutrition.n.01	nutrition
nutrition.n.03	nutrition
nutritional.a.01	nutritional
nutter.n.01	nutter
nux_vomica.n.01	nux vomica
nuytsia.n.01	nuytsia
nyala.n.01	nyala
nyala.n.02	nyala
nybble.n.01	nybble
nyctaginaceae.n.01	nyctaginaceae
nyctaginia.n.01	nyctaginia
nyctalopia.n.01	nyctalopia
nyctanassa.n.01	nyctanassa
nyctereutes.n.01	nyctereutes
nycticebus.n.01	nycticebus
nycticorax.n.01	nycticorax
nyctimene.n.01	nyctimene
nymph.n.01	nymph
nymphaea.n.01	nymphaea
nymphaeaceae.n.01	nymphaeaceae
nymphalid.n.01	nymphalid
nymphalidae.n.01	nymphalidae
nymphalis.n.01	nymphalis
nymphicus.n.01	nymphicus
nyssa.n.01	nyssa
nyssaceae.n.01	nyssaceae
nystatin.n.01	nystatin
o'toole.n.01	o'toole
o.k..n.01	o.k.
oahu.n.01	oahu
oak.n.02	oak
oak_leaf_cluster.n.01	oak leaf cluster
oakland.n.01	oakland
oar.n.01	oar
oarfish.n.01	oarfish
oarsman.n.01	oarsman
oarsmanship.n.01	oarsmanship
oasis.n.01	oasis
oat.n.01	oat
oat.n.02	oat
oath.n.02	oath
oaxaca.n.01	oaxaca
obadiah.n.02	obadiah
obeche.n.02	obeche
obedience.n.01	obedience
obedience.n.02	obedience
obedient.a.01	obedient
oberson.n.01	oberson
obey.v.01	obey
obfuscate.v.01	obfuscate
obiter_dictum.n.02	obiter dictum
object-oriented_database_management_system.n.01	object-oriented database management system
object-oriented_programming_language.n.01	object-oriented programming language
object.n.01	object
object.n.03	object
object.n.04	object
object.v.01	object
objectification.n.01	objectification
objectification.n.02	objectification
objection.n.02	objection
objective.n.02	objective
objectivity.n.01	objectivity
obligate.v.02	obligate
obligation.n.02	obligation
obligation.n.05	obligation
oblige.v.02	oblige
oblige.v.03	oblige
oblique.a.01	oblique
oblique.n.01	oblique
obliterate.v.03	obliterate
obliterate.v.04	obliterate
oboe.n.01	oboe
oboist.n.01	oboist
obolus.n.01	obolus
obscenity.n.01	obscenity
obscenity.n.02	obscenity
obscurantist.n.01	obscurantist
obscure.v.01	obscure
obscure.v.05	obscure
obscurity.n.02	obscurity
obsequiousness.n.01	obsequiousness
observation.n.01	observation
observation.n.02	observation
observation.n.03	observation
observation.n.04	observation
observe.v.04	observe
observe.v.06	observe
observe.v.08	observe
observer.n.02	observer
obsession.n.02	obsession
obstacle.n.01	obstacle
obstacle.n.02	obstacle
obstetrical_toad.n.01	obstetrical toad
obstetrician.n.01	obstetrician
obstetrics.n.01	obstetrics
obstinate.v.01	obstinate
obstruct.v.01	obstruct
obstruct.v.02	obstruct
obstruct.v.03	obstruct
obstruction.n.01	obstruction
obstruction.n.02	obstruction
obstruction.n.04	obstruction
obstruction.n.05	obstruction
obstructionism.n.01	obstructionism
obstructionist.n.01	obstructionist
obstruent.n.01	obstruent
obtain.v.01	obtain
obtrusive.a.01	obtrusive
obturator.n.01	obturator
obviate.v.01	obviate
obviation.n.01	obviation
obvious.a.01	obvious
obviously.r.01	obviously
obviousness.n.01	obviousness
oca.n.01	oca
occasion.n.05	occasion
occasion.v.01	occasion
occidentalize.v.01	occidentalize
occipital_bone.n.01	occipital bone
occipital_lobe.n.01	occipital lobe
occipital_protuberance.n.01	occipital protuberance
occipitomastoid_suture.n.01	occipitomastoid suture
occlusion.n.01	occlusion
occlusive.a.01	occlusive
occultism.n.01	occultism
occultist.n.01	occultist
occupancy.n.01	occupancy
occupancy_rate.n.01	occupancy rate
occupation.n.01	occupation
occupation.n.02	occupation
occupation.n.03	occupation
occupation.n.04	occupation
occupation.n.05	occupation
occupational_safety_and_health_administration.n.01	occupational safety and health administration
occupier.n.02	occupier
occupy.v.02	occupy
occur.v.03	occur
ocean.n.01	ocean
ocean_current.n.01	ocean current
ocean_floor.n.01	ocean floor
ocean_sunfish.n.01	ocean sunfish
ocean_trip.n.01	ocean trip
oceania.n.01	oceania
oceanic.n.01	oceanic
oceanites.n.01	oceanites
ocher.n.02	ocher
ochna.n.01	ochna
ochnaceae.n.01	ochnaceae
ochotona.n.01	ochotona
ochotonidae.n.01	ochotonidae
ochroma.n.01	ochroma
ocimum.n.01	ocimum
ocotillo.n.01	ocotillo
octet.n.05	octet
octillion.n.01	octillion
october.n.01	october
octopod.n.01	octopod
octopoda.n.01	octopoda
ocular.a.02	ocular
ocular_muscle.n.01	ocular muscle
ocyurus.n.01	ocyurus
odd-toed_ungulate.n.01	odd-toed ungulate
oddity.n.02	oddity
ode.n.01	ode
oder.n.01	oder
odessa.n.01	odessa
odessa.n.02	odessa
odobenidae.n.01	odobenidae
odobenus.n.01	odobenus
odocoileus.n.01	odocoileus
odometer.n.01	odometer
odonata.n.01	odonata
odonate.n.01	odonate
odontoceti.n.01	odontoceti
odorize.v.01	odorize
odorous.a.01	odorous
oedogoniaceae.n.01	oedogoniaceae
oedogoniales.n.01	oedogoniales
oenanthe.n.01	oenanthe
oenothera.n.01	oenothera
oestridae.n.01	oestridae
oestrus.n.02	oestrus
off-line_equipment.n.01	off-line equipment
offense.n.05	offense
offensive.a.03	offensive
offensive.a.05	offensive
offensiveness.n.01	offensiveness
offer.n.01	offer
offer.n.02	offer
offer.v.01	offer
offer.v.02	offer
offer.v.05	offer
offer.v.06	offer
offer.v.07	offer
offer.v.09	offer
offering.n.02	offering
offertory.n.02	offertory
office-bearer.n.01	office-bearer
office.n.01	office
office.n.04	office
office.n.06	office
office_furniture.n.01	office furniture
office_of_intelligence_support.n.01	office of intelligence support
office_of_naval_intelligence.n.01	office of naval intelligence
office_of_the_dead.n.01	office of the dead
officeholder.n.01	officeholder
officer.n.04	officer
officer.v.01	officer
official.a.02	official
official.n.01	official
official.n.02	official
officiate.v.01	officiate
officiate.v.02	officiate
officiation.n.02	officiation
offset.n.05	offset
offset.v.01	offset
offspring.n.01	offspring
offspring.n.02	offspring
oglala.n.01	oglala
ogler.n.01	ogler
ohio.n.01	ohio
ohio.n.02	ohio
ohmage.n.01	ohmage
oil.n.01	oil
oil_cartel.n.01	oil cartel
oil_filter.n.01	oil filter
oil_gland.n.01	oil gland
oil_lamp.n.01	oil lamp
oil_palm.n.01	oil palm
oil_pump.n.01	oil pump
oil_tanker.n.01	oil tanker
oil_tycoon.n.01	oil tycoon
oil_well.n.01	oil well
oilseed.n.01	oilseed
ointment.n.01	ointment
ojibwa.n.01	ojibwa
ojos_del_salado.n.01	ojos del salado
okapi.n.01	okapi
okapia.n.01	okapia
okeechobee.n.01	okeechobee
okefenokee_swamp.n.01	okefenokee swamp
okinawa.n.02	okinawa
oklahoma.n.01	oklahoma
okra.n.01	okra
okra.n.02	okra
oktoberfest.n.02	oktoberfest
olaf_ii.n.01	olaf ii
old-age_pension.n.01	old-age pension
old-timer.n.02	old-timer
old.a.02	old
old_age.n.01	old age
old_church_slavonic.n.01	old church slavonic
old_country.n.01	old country
old_english.n.01	old english
old_man.n.01	old man
old_man.n.05	old man
old_man_of_the_mountain.n.01	old man of the mountain
old_master.n.01	old master
old_testament.n.01	old testament
old_woman.n.01	old woman
old_world_buffalo.n.01	old world buffalo
old_world_chat.n.01	old world chat
old_world_crayfish.n.01	old world crayfish
old_world_flycatcher.n.01	old world flycatcher
old_world_monkey.n.01	old world monkey
old_world_oriole.n.01	old world oriole
old_world_porcupine.n.01	old world porcupine
old_world_quail.n.01	old world quail
old_world_vulture.n.01	old world vulture
old_world_warbler.n.01	old world warbler
oldenburg.n.01	oldenburg
oldness.n.01	oldness
oldness.n.02	oldness
oldster.n.01	oldster
olea.n.01	olea
oleaceae.n.01	oleaceae
oleales.n.01	oleales
oleandra.n.01	oleandra
oleandraceae.n.01	oleandraceae
olearia.n.01	olearia
oleaster.n.01	oleaster
olecranon.n.01	olecranon
oleoresin.n.01	oleoresin
olfactory_property.n.01	olfactory property
olfersia.n.01	olfersia
oligochaeta.n.01	oligochaeta
oligochaete.n.01	oligochaete
oligodactyly.n.01	oligodactyly
oligodendroglia.n.01	oligodendroglia
oligodontia.n.01	oligodontia
oligomenorrhea.n.01	oligomenorrhea
oligoplites.n.01	oligoplites
oligopoly.n.01	oligopoly
oligosaccharide.n.01	oligosaccharide
olive.n.02	olive
olive.n.04	olive
olive.n.05	olive
olive_drab.n.02	olive drab
olive_drab.n.03	olive drab
olive_tree.n.01	olive tree
olivier.n.01	olivier
ology.n.01	ology
olympia.n.02	olympia
olympian.a.02	olympian
olympic_games.n.01	olympic games
olympus.n.01	olympus
omaha.n.02	omaha
